title,desc
イボ,"イボ（疣）とは、皮膚にできる出来物である。
"
芋,芋（いも）とは、植物の根や地下茎といった地下部が肥大化して養分を蓄えた器官である[1]。特にその中で食用を中心に利用されるものを指すことが多い。但し、通常はタマネギのような鱗茎は含めない。
イモムシ,イモムシは、チョウやガの幼虫のうち、ケムシ以外のものである[要出典]。円筒形の体に、疣足（いぼあし）を持っている。
アカハライモリ,アカハライモリ（Cynops pyrrhogaster）は、有尾目イモリ科イモリ属に分類される両生類の一種。略してアカハラと呼ばれるほか、日本で単にイモリと呼ぶ場合本種を指すことが多い。ニホンイモリ（日本井守、日本蠑螈）という別名もある。
入り江,"入り江とは海岸や湖の一部が陸側にえぐるように入り込んでできた地形のことである。浦（うら）、入り海（いりうみ）ともいう。
"
イルミネーション,イルミネーション（英語:illumination）は電球、発光ダイオード、光ケーブルなどにより淡い光の光源を集め、電飾看板・風景・人物などをかたどり、夜間における風景などを作り出す装飾。電飾（でんしょく）とも呼ばれる。
色,"色（いろ、英: color）は、可視光の組成の差によって感覚質の差が認められる視知覚である色知覚、および、色知覚を起こす刺激である色刺激を指す[1]。
"
岩石,"岩石（がんせき、英: rock[1]）とは、世間一般には、岩や石のこと[2]。石の巨大なもの、特に無加工で表面がごつごつしたものを岩（いわ）と呼び、巌[注 1]、磐とも書く[4]。一般的には、その大きさに範囲はないと思われがちだが[要出典]、学術的にはあまりにも小さいものを砂や泥、大きいものを剛盤やプレートと言い、区別することが普通である。[要検証 – ノート]
"
イワナ,"イワナ（岩魚、嘉魚、𩸶、鮇[1]）は、サケ目 サケ科 イワナ属の魚。分類上は、イワナ属のうちの1種にイワナという和名がつけられているが、近縁種のオショロコマも含めて広義のイワナとして扱われることが多い。本稿ではイワナ、オショロコマを含むイワナ属の魚を総称して、イワナ類と呼ぶ。
"
インク,インク（英語: ink）とは顔料・染料を含んだ液体、ジェル、固体で、文字を書いたり表面に色付けするために用いられるものである。油性、水性などの種類がある。筆記や印刷で用いるものはオランダ語由来のインキ（inkt）と呼ぶ場合が多い。
インゲンマメ,"インゲンマメ（隠元豆、Phaseolus vulgaris）はマメ亜科の一年草。別名、サイトウ（菜豆）、サンドマメ（三度豆）。センゴクマメ（千石豆）、フジマメ（藤豆）、アジマメ（藊豆）[6]。
"
インコ,"インコ（鸚哥、true parrots）はインコ科（鸚哥科、Psittacidae）に属する約330種類の鳥の総称で、オウム目（Psittaciformes）を構成するふたつの科のうちの一つである。もうひとつの科であるオウム科（Cacatuidae）の鳥も英語ではparrotsとよばれるが、インコ true parrots には分類されない。インコはオウムよりも広く分布しており、アメリカ、アフリカ、アジア、オーストラリアとポリネシアに至る太平洋東方まで生息している種がある。
"
ヴァイオリン,"ヴァイオリンまたはバイオリンは弦楽器の一種。ヴァイオリン属の高音楽器である[1]。ヴァイオリン属に属する4つの楽器の中で最も小さく、最も高音域を出す楽器である。弦を弓や指などで振動させて音を出す、弦鳴楽器に属する。しばしば「Vn」「Vl」と略記される。
"
浮き輪,浮き輪（うきわ）は水上に浮かぶために使用する空気が入った浮きぶくろ。フロート (float) 、フローター (floater) とも呼ばれる。
ウグイス,"ウグイス（鶯、学名: Horornis diphone）は、スズメ目ウグイス科ウグイス属の1種である。
"
ウクレレ,"ウクレレ（ukulele, ukelele,ハワイ語 ʻukulele）は、フレットが施された小型で4弦のギターによく似た弦楽器である。通常はハワイアン音楽に使用されることが多い。"
ウサギ,"ウサギ（兎、兔）は、最も広義にはウサギ目[2][3]、狭義にはウサギ科[4][5]、さらに狭義にはウサギ亜科もしくはノウサギ亜科 Leporinae[6]の総称である。
"
ウシ,"ウシ（牛 英名:cattle）は、哺乳綱鯨偶蹄目ウシ科ウシ亜科の動物である。野生のオーロックスが家畜化されて生まれた。
"
渦,渦（うず）とは、流体やそれに類する物体が回転して発生する螺旋状のパターンのこと。渦巻き（うずまき）などとも言う。
ウズラ,ウズラ（鶉[6]、Coturnix japonica）は、鳥綱キジ目キジ科ウズラ属に分類される鳥類。
うそ,うそ
歌,"歌、唄（うた）とは、声によって音楽的な音を生み出す行為[1]のことであり、リズムや節(旋律)[2]をつけて歌詞などを連続発声する音楽、娯楽・芸術のひとつである。歌謡(かよう）[3]、歌唱(かしょう）[2]とも言う。
"
打ち水,"打ち水（うちみず）とは、道や庭先などに水をまくこと[1]。また、その水のこと。打水とも。
打ち水には場を清める神道的な意味合いがあり、玄関先などへの打ち水は「来客への心遣い」の一つであった[要出典]。
"
宇宙,"宇宙（うちゅう）とは、以下のように定義される。
"
腕,腕（うで、かいな）とは、人間の肩から手までの部分のこと。
ウド,ウド（独活、学名：Aralia cordata）は、ウコギ科タラノキ属の多年草。香りが強く、山菜や野菜として好まれる。季語、晩春。
うどん,"うどんは、小麦粉を練って長く切った、ある程度の幅と太さを持つ麺またはその料理であり、主に日本で食されているものを指すが、過去の日本の移民政策の影響や食のグローバル化の影響により、関係各国にも近似な料理が散見される。
"
ウナギ,"ウナギ（鰻[2]、うなぎ）とは、ウナギ科(Anguillidae) ウナギ属(Anguilla) に属する魚類の総称である。世界中の熱帯から温帯にかけて分布する。ニホンウナギ、オオウナギ、ヨーロッパウナギ、アメリカウナギなど世界で19種類（うち食用となるのは4種類）が確認されている[3]。
"
